#[7, 7, 2, 6]
1.000000	-6.103333
#[7, 7, 3, 6]
11.000000	-7.950000
#[7, 5, 2, 6]
11.000000	-5.665833
#[6, 7, 2, 6]
11.000000	-6.061667
#[7, 7, 7, 6]
11.000000	-8.366667
#[7, 6, 2, 6]
11.000000	-6.061667
#[7, 5, 0, 6]
11.000000	-4.573939
#[7, 1, 2, 6]
11.000000	-6.103333
#[4, 7, 2, 6]
11.000000	-5.270000
#[7, 7, 2, 3]
11.000000	-7.651667
#[7, 7, 2, 0]
11.000000	-9.200000
#[7, 1, 0, 6]
21.000000	-6.131111
#[7, 5, 0, 3]
21.000000	-6.103333
#[7, 4, 0, 6]
21.000000	-3.062222
#[7, 3, 2, 6]
21.000000	-4.568889
#[7, 2, 0, 6]
21.000000	-6.086667
#[7, 5, 1, 6]
21.000000	-4.584762
#[7, 5, 0, 0]
21.000000	-7.637778
#[3, 5, 0, 6]
21.000000	-3.006667
#[7, 2, 2, 6]
21.000000	-6.061667
#[5, 5, 0, 6]
21.000000	-4.513333
#[3, 5, 0, 1]
31.000000	-6.020000
#[1, 5, 0, 6]
31.000000	-4.513333
#[3, 5, 7, 5]
31.000000	-6.094074
#[3, 5, 0, 3]
31.000000	-6.020000
#[3, 4, 0, 6]
31.000000	-1.500000
#[3, 6, 0, 6]
31.000000	-4.513333
#[3, 5, 0, 2]
31.000000	-6.020000
#[3, 5, 2, 6]
31.000000	-3.006667
#[3, 0, 0, 6]
31.000000	-4.513333
#[0, 5, 0, 6]
31.000000	-4.513333
#[3, 4, 0, 3]
41.000000	-4.513333
#[3, 4, 1, 6]
41.000000	-3.721667
#[3, 4, 0, 5]
41.000000	-3.006667
#[3, 4, 2, 6]
41.000000	-1.500000
#[3, 4, 5, 6]
41.000000	0.006667
#[2, 4, 0, 6]
41.000000	-3.006667
#[3, 7, 0, 6]
41.000000	-4.587407
#[3, 0, 1, 6]
41.000000	-4.513333
#[0, 4, 0, 6]
41.000000	-3.006667
#[3, 4, 7, 6]
41.000000	-3.763333
